application_id,student_id,program_id,applied,accepted,enrolled,completion,satisfaction_score,career_outcome
1028,165,62,1.0,1,1.0,1.0,6.0,Industry Job
1029,413,85,1.0,0,0.0,0.0,0.0,
1030,252,134,1.0,0,0.0,0.0,0.0,
1031,12,297,1.0,0,0.0,0.0,0.0,
1032,401,171,1.0,1,1.0,1.0,2.0,Started Company
1033,304,213,1.0,1,1.0,1.0,1.0,Started Company
1034,212,18,1.0,1,1.0,1.0,3.0,Started Company
1035,282,60,1.0,1,1.0,1.0,2.0,Started Company
1036,112,88,1.0,1,0.0,0.0,0.0,
1037,211,27,1.0,1,0.0,0.0,0.0,
1038,378,68,1.0,1,1.0,1.0,6.0,Academic Position
1039,239,278,1.0,1,1.0,1.0,6.0,Further Studies
1040,268,40,1.0,0,0.0,0.0,0.0,
1041,405,109,1.0,0,0.0,0.0,0.0,
1042,298,74,1.0,1,1.0,1.0,5.0,Academic Position
1043,317,66,1.0,1,1.0,1.0,10.0,Research Role
1044,58,168,1.0,1,0.0,0.0,0.0,
1045,438,262,1.0,1,1.0,1.0,10.0,Started Company
1046,34,274,1.0,0,0.0,0.0,0.0,
1047,263,237,1.0,1,1.0,1.0,5.0,Research Role
1048,365,215,1.0,1,1.0,1.0,9.0,Academic Position
1049,35,286,1.0,0,0.0,0.0,0.0,
1050,271,149,1.0,1,1.0,1.0,5.0,Started Company
1051,449,107,1.0,0,0.0,0.0,0.0,
1052,474,141,1.0,1,1.0,1.0,10.0,Academic Position
1053,227,76,1.0,0,0.0,0.0,0.0,
1054,25,9,1.0,1,1.0,1.0,6.0,Started Company
1055,234,196,1.0,1,0.0,0.0,0.0,
1056,59,295,1.0,0,0.0,0.0,0.0,
1057,251,280,1.0,1,1.0,1.0,4.0,Academic Position
1058,335,118,1.0,1,1.0,1.0,10.0,Industry Job
1059,86,290,1.0,1,1.0,1.0,1.0,Further Studies
1060,251,61,1.0,1,1.0,1.0,4.0,Further Studies
1061,390,51,1.0,0,0.0,0.0,0.0,
1062,180,52,1.0,1,1.0,1.0,2.0,Started Company
1063,207,122,1.0,1,1.0,1.0,10.0,Industry Job
1064,344,167,1.0,0,0.0,0.0,0.0,
1065,149,8,1.0,1,0.0,0.0,0.0,
1066,71,45,1.0,1,1.0,1.0,3.0,Research Role
1067,121,245,1.0,1,1.0,1.0,7.0,Industry Job
1068,253,284,1.0,1,1.0,1.0,7.0,Started Company
1069,93,107,1.0,0,0.0,0.0,0.0,
1070,256,27,1.0,1,1.0,1.0,1.0,Industry Job
1071,254,193,1.0,0,0.0,0.0,0.0,
1072,352,62,1.0,0,0.0,0.0,0.0,
1073,288,62,1.0,1,1.0,1.0,8.0,Research Role
1074,309,282,1.0,1,0.0,0.0,0.0,
1075,59,121,1.0,1,1.0,1.0,7.0,Started Company
1076,69,280,1.0,0,0.0,0.0,0.0,
1077,446,39,1.0,1,1.0,1.0,1.0,Further Studies
1078,388,277,1.0,1,1.0,1.0,8.0,Industry Job
1079,86,94,1.0,1,1.0,0.0,0.0,
1080,274,115,1.0,1,1.0,1.0,2.0,Further Studies
1081,227,176,1.0,1,1.0,1.0,8.0,Further Studies
1082,81,121,1.0,1,1.0,1.0,3.0,Academic Position
1083,498,13,1.0,0,0.0,0.0,0.0,
1084,114,163,1.0,0,0.0,0.0,0.0,
1085,184,275,1.0,1,0.0,0.0,0.0,
1086,280,176,1.0,1,1.0,1.0,10.0,Research Role
1087,322,173,1.0,0,0.0,0.0,0.0,
1088,397,275,1.0,1,1.0,1.0,7.0,Industry Job
1089,318,64,1.0,1,1.0,1.0,6.0,Further Studies
1090,54,101,1.0,1,0.0,0.0,0.0,
1091,399,66,1.0,0,0.0,0.0,0.0,
1092,197,45,1.0,1,1.0,1.0,5.0,Further Studies
1093,387,87,1.0,1,1.0,1.0,10.0,Research Role
1094,293,67,1.0,1,1.0,1.0,2.0,Further Studies
1095,293,259,1.0,0,0.0,0.0,0.0,
1096,485,205,1.0,1,1.0,1.0,2.0,Further Studies
1097,387,178,1.0,1,1.0,1.0,1.0,Further Studies
1098,447,280,1.0,1,1.0,1.0,9.0,Further Studies
1099,291,17,1.0,1,1.0,1.0,8.0,Academic Position
1100,180,296,1.0,0,0.0,0.0,0.0,
1101,471,202,1.0,1,0.0,0.0,0.0,
1102,380,172,1.0,1,1.0,1.0,8.0,Academic Position
1103,412,262,1.0,1,1.0,0.0,0.0,
1104,222,194,1.0,0,0.0,0.0,0.0,
1105,274,149,1.0,1,0.0,0.0,0.0,
1106,378,35,1.0,1,0.0,0.0,0.0,
1107,244,29,1.0,1,1.0,1.0,1.0,Started Company
1108,420,263,1.0,1,0.0,0.0,0.0,
1109,417,221,1.0,1,1.0,1.0,5.0,Industry Job
1110,448,53,1.0,1,1.0,1.0,6.0,Research Role
1111,154,279,1.0,1,1.0,1.0,2.0,Started Company
1112,304,76,1.0,1,0.0,0.0,0.0,
1113,424,176,1.0,1,1.0,1.0,10.0,Academic Position
1114,273,10,1.0,1,1.0,1.0,5.0,Academic Position
1115,424,117,1.0,0,0.0,0.0,0.0,
1116,135,280,1.0,0,0.0,0.0,0.0,
1117,313,218,1.0,1,1.0,1.0,6.0,Academic Position
1118,8,175,1.0,1,0.0,0.0,0.0,
1119,128,234,1.0,0,0.0,0.0,0.0,
1120,373,252,1.0,0,0.0,0.0,0.0,
1121,56,295,1.0,0,0.0,0.0,0.0,
1122,126,6,1.0,1,1.0,1.0,9.0,Started Company
1123,159,21,1.0,1,1.0,1.0,10.0,Academic Position
1124,59,73,1.0,0,0.0,0.0,0.0,
1125,58,36,1.0,1,1.0,0.0,0.0,
1126,140,233,1.0,1,1.0,1.0,1.0,Started Company
1127,176,216,1.0,1,0.0,0.0,0.0,
1128,415,206,1.0,1,1.0,1.0,10.0,Academic Position
1129,108,44,1.0,0,0.0,0.0,0.0,
1130,211,91,1.0,1,1.0,1.0,3.0,Further Studies
1131,447,93,1.0,0,0.0,0.0,0.0,
1132,74,83,1.0,0,0.0,0.0,0.0,
1133,167,282,1.0,1,1.0,1.0,9.0,Further Studies
1134,460,21,1.0,0,0.0,0.0,0.0,
1135,404,228,1.0,1,1.0,1.0,1.0,Industry Job
1136,357,130,1.0,0,0.0,0.0,0.0,
1137,304,175,1.0,0,0.0,0.0,0.0,
1138,233,108,1.0,1,1.0,1.0,1.0,Academic Position
1139,327,283,1.0,1,1.0,1.0,1.0,Industry Job
1140,372,71,1.0,1,0.0,0.0,0.0,
1141,182,50,1.0,1,1.0,1.0,7.0,Started Company
1142,122,95,1.0,1,1.0,1.0,5.0,Industry Job
1143,334,279,1.0,1,1.0,1.0,6.0,Academic Position
1144,203,132,1.0,1,1.0,1.0,8.0,Started Company
1145,455,276,1.0,0,0.0,0.0,0.0,
1146,29,13,1.0,0,0.0,0.0,0.0,
1147,202,3,1.0,1,1.0,0.0,0.0,
1148,93,224,1.0,0,0.0,0.0,0.0,
1149,329,175,1.0,0,0.0,0.0,0.0,
1150,356,90,1.0,0,0.0,0.0,0.0,
1151,176,241,1.0,0,0.0,0.0,0.0,
1152,330,35,1.0,0,0.0,0.0,0.0,
1153,211,14,1.0,0,0.0,0.0,0.0,
1154,184,195,1.0,0,0.0,0.0,0.0,
1155,95,213,1.0,0,0.0,0.0,0.0,
1156,273,3,1.0,1,1.0,1.0,2.0,Started Company
1157,137,179,1.0,0,0.0,0.0,0.0,
1158,237,40,1.0,1,1.0,1.0,2.0,Further Studies
1159,353,164,1.0,1,1.0,1.0,3.0,Started Company
1160,418,235,1.0,1,1.0,1.0,3.0,Started Company
1161,429,257,1.0,1,1.0,1.0,3.0,Industry Job
1162,472,116,1.0,1,1.0,1.0,4.0,Started Company
1163,265,52,1.0,0,0.0,0.0,0.0,
1164,135,142,1.0,1,1.0,1.0,3.0,Research Role
1165,144,86,1.0,0,0.0,0.0,0.0,
1166,19,46,1.0,1,1.0,1.0,2.0,Further Studies
1167,231,238,1.0,1,0.0,0.0,0.0,
1168,134,10,1.0,0,0.0,0.0,0.0,
1169,114,152,1.0,1,1.0,0.0,0.0,
1170,499,61,1.0,1,1.0,1.0,9.0,Further Studies
1171,139,18,1.0,0,0.0,0.0,0.0,
1172,125,86,1.0,1,1.0,1.0,6.0,Started Company
1173,204,137,1.0,1,1.0,1.0,3.0,Industry Job
1174,61,230,1.0,1,1.0,0.0,0.0,
1175,250,128,1.0,0,0.0,0.0,0.0,
1176,298,104,1.0,0,0.0,0.0,0.0,
1177,13,186,1.0,1,1.0,1.0,9.0,Further Studies
1178,396,178,1.0,1,0.0,0.0,0.0,
1179,255,6,1.0,1,0.0,0.0,0.0,
1180,85,36,1.0,1,1.0,1.0,4.0,Further Studies
1181,458,281,1.0,0,0.0,0.0,0.0,
1182,20,300,1.0,1,1.0,1.0,4.0,Research Role
1183,50,14,1.0,1,1.0,1.0,8.0,Started Company
1184,164,237,1.0,1,1.0,0.0,0.0,
1185,92,285,1.0,0,0.0,0.0,0.0,
1186,88,50,1.0,0,0.0,0.0,0.0,
1187,69,261,1.0,1,1.0,1.0,7.0,Further Studies
1188,37,110,1.0,0,0.0,0.0,0.0,
1189,253,197,1.0,1,1.0,1.0,7.0,Further Studies
1190,252,252,1.0,0,0.0,0.0,0.0,
1191,140,88,1.0,0,0.0,0.0,0.0,
1192,355,26,1.0,0,0.0,0.0,0.0,
1193,381,262,1.0,1,1.0,1.0,10.0,Further Studies
1194,168,144,1.0,1,1.0,1.0,7.0,Further Studies
1195,54,60,1.0,1,1.0,1.0,10.0,Industry Job
1196,386,268,1.0,1,1.0,1.0,5.0,Academic Position
1197,178,75,1.0,0,0.0,0.0,0.0,
1198,297,3,1.0,0,0.0,0.0,0.0,
1199,301,63,1.0,1,1.0,1.0,7.0,Research Role
1200,359,236,1.0,1,1.0,1.0,4.0,Industry Job
1201,106,229,1.0,1,0.0,0.0,0.0,
1202,137,275,1.0,1,1.0,1.0,8.0,Research Role
1203,190,18,1.0,1,1.0,1.0,9.0,Further Studies
1204,128,80,1.0,0,0.0,0.0,0.0,
1205,342,215,1.0,1,1.0,1.0,3.0,Research Role
1206,47,171,1.0,0,0.0,0.0,0.0,
1207,5,255,1.0,1,1.0,1.0,7.0,Started Company
1208,460,126,1.0,1,1.0,1.0,10.0,Started Company
1209,257,255,1.0,0,0.0,0.0,0.0,
1210,300,72,1.0,1,1.0,1.0,9.0,Academic Position
1211,150,38,1.0,0,0.0,0.0,0.0,
1212,294,204,1.0,1,1.0,0.0,0.0,
1213,243,172,1.0,1,1.0,1.0,1.0,Academic Position
1214,275,223,1.0,1,1.0,1.0,2.0,Research Role
1215,208,217,1.0,1,1.0,1.0,7.0,Industry Job
1216,415,245,1.0,0,0.0,0.0,0.0,
1217,115,191,1.0,1,1.0,0.0,0.0,
1218,195,298,1.0,1,0.0,0.0,0.0,
1219,343,182,1.0,1,1.0,1.0,2.0,Industry Job
1220,170,205,1.0,0,0.0,0.0,0.0,
1221,379,199,1.0,0,0.0,0.0,0.0,
1222,82,165,1.0,0,0.0,0.0,0.0,
1223,154,242,1.0,1,1.0,1.0,7.0,Further Studies
1224,141,130,1.0,0,0.0,0.0,0.0,
1225,314,227,1.0,1,1.0,1.0,1.0,Industry Job
1226,146,122,1.0,1,1.0,1.0,3.0,Academic Position
1227,323,44,1.0,1,1.0,1.0,5.0,Industry Job
1228,122,196,1.0,1,0.0,0.0,0.0,
1229,252,204,1.0,0,0.0,0.0,0.0,
1230,343,257,1.0,1,1.0,1.0,6.0,Further Studies
1231,387,17,1.0,1,1.0,1.0,9.0,Started Company
1232,311,272,1.0,1,1.0,1.0,9.0,Industry Job
1233,89,9,1.0,1,1.0,1.0,3.0,Industry Job
1234,475,249,1.0,0,0.0,0.0,0.0,
1235,58,201,1.0,1,1.0,1.0,8.0,Academic Position
1236,492,59,1.0,1,1.0,1.0,4.0,Research Role
1237,63,140,1.0,1,1.0,1.0,7.0,Started Company
1238,347,119,1.0,0,0.0,0.0,0.0,
1239,308,41,1.0,0,0.0,0.0,0.0,
1240,487,267,1.0,1,1.0,1.0,6.0,Research Role
1241,473,8,1.0,1,0.0,0.0,0.0,
1242,382,183,1.0,1,1.0,1.0,8.0,Further Studies
1243,280,134,1.0,1,1.0,1.0,6.0,Further Studies
1244,72,181,1.0,1,0.0,0.0,0.0,
1245,9,72,1.0,0,0.0,0.0,0.0,
1246,366,113,1.0,0,0.0,0.0,0.0,
1247,421,107,1.0,1,1.0,1.0,4.0,Research Role
1248,94,290,1.0,1,1.0,1.0,2.0,Academic Position
1249,373,117,1.0,1,1.0,1.0,7.0,Academic Position
1250,339,120,1.0,1,0.0,0.0,0.0,
1251,437,147,1.0,1,1.0,0.0,0.0,
1252,336,210,1.0,1,1.0,1.0,4.0,Academic Position
1253,152,296,1.0,0,0.0,0.0,0.0,
1254,492,103,1.0,0,0.0,0.0,0.0,
1255,405,124,1.0,0,0.0,0.0,0.0,
1256,356,245,1.0,1,1.0,1.0,9.0,Started Company
1257,40,209,1.0,1,1.0,1.0,9.0,Further Studies
1258,359,109,1.0,0,0.0,0.0,0.0,
1259,495,50,1.0,0,0.0,0.0,0.0,
1260,62,105,1.0,1,1.0,1.0,7.0,Further Studies
1261,254,27,1.0,1,1.0,1.0,5.0,Further Studies
1262,454,288,1.0,1,1.0,1.0,3.0,Started Company
1263,69,257,1.0,1,0.0,0.0,0.0,
1264,398,273,1.0,1,1.0,1.0,3.0,Further Studies
1265,245,137,1.0,0,0.0,0.0,0.0,
1266,365,32,1.0,0,0.0,0.0,0.0,
1267,170,45,1.0,1,1.0,1.0,9.0,Research Role
1268,178,265,1.0,1,1.0,1.0,9.0,Industry Job
1269,189,30,1.0,0,0.0,0.0,0.0,
1270,260,84,1.0,1,0.0,0.0,0.0,
1271,72,166,1.0,0,0.0,0.0,0.0,
1272,472,1,1.0,1,1.0,1.0,4.0,Started Company
1273,459,249,1.0,0,0.0,0.0,0.0,
1274,17,261,1.0,1,1.0,1.0,1.0,Industry Job
1275,370,63,1.0,0,0.0,0.0,0.0,
1276,341,164,1.0,1,0.0,0.0,0.0,
1277,57,201,1.0,0,0.0,0.0,0.0,
1278,218,222,1.0,1,1.0,1.0,10.0,Research Role
1279,107,152,1.0,1,1.0,1.0,5.0,Academic Position
1280,304,132,1.0,0,0.0,0.0,0.0,
1281,428,114,1.0,0,0.0,0.0,0.0,
1282,173,217,1.0,1,1.0,1.0,8.0,Academic Position
1283,219,196,1.0,1,1.0,0.0,0.0,
1284,464,281,1.0,0,0.0,0.0,0.0,
1285,247,202,1.0,0,0.0,0.0,0.0,
1286,218,135,1.0,0,0.0,0.0,0.0,
1287,373,234,1.0,0,0.0,0.0,0.0,
1288,417,141,1.0,1,0.0,0.0,0.0,
1289,31,196,1.0,1,1.0,0.0,0.0,
1290,368,43,1.0,1,0.0,0.0,0.0,
1291,47,57,1.0,1,1.0,1.0,10.0,Academic Position
1292,134,142,1.0,1,1.0,1.0,4.0,Started Company
1293,108,210,1.0,1,1.0,1.0,10.0,Academic Position
1294,72,72,1.0,0,0.0,0.0,0.0,
1295,327,224,1.0,1,1.0,1.0,10.0,Started Company
1296,418,27,1.0,1,1.0,0.0,0.0,
1297,108,128,1.0,0,0.0,0.0,0.0,
1298,309,106,1.0,0,0.0,0.0,0.0,
1299,398,165,1.0,0,0.0,0.0,0.0,
1300,272,215,1.0,0,0.0,0.0,0.0,
1301,171,71,1.0,1,1.0,0.0,0.0,
1302,116,204,1.0,1,1.0,1.0,4.0,Started Company
1303,329,153,1.0,1,0.0,0.0,0.0,
1304,74,67,1.0,0,0.0,0.0,0.0,
1305,256,90,1.0,1,1.0,1.0,9.0,Industry Job
1306,81,260,1.0,0,0.0,0.0,0.0,
1307,268,228,1.0,1,1.0,1.0,9.0,Academic Position
1308,128,79,1.0,1,1.0,1.0,7.0,Further Studies
1309,326,96,1.0,0,0.0,0.0,0.0,
1310,403,246,1.0,1,1.0,1.0,10.0,Academic Position
1311,235,272,1.0,1,1.0,1.0,8.0,Academic Position
1312,41,157,1.0,0,0.0,0.0,0.0,
1313,181,116,1.0,0,0.0,0.0,0.0,
1314,157,18,1.0,1,1.0,1.0,4.0,Academic Position
1315,454,172,1.0,0,0.0,0.0,0.0,
1316,59,16,1.0,1,1.0,1.0,8.0,Further Studies
1317,345,240,1.0,1,1.0,1.0,6.0,Further Studies
1318,249,56,1.0,0,0.0,0.0,0.0,
1319,192,79,1.0,0,0.0,0.0,0.0,
1320,24,103,1.0,1,1.0,1.0,3.0,Started Company
1321,473,284,1.0,1,0.0,0.0,0.0,
1322,400,193,1.0,1,1.0,1.0,7.0,Further Studies
1323,436,5,1.0,1,1.0,0.0,0.0,
1324,80,106,1.0,1,1.0,1.0,3.0,Started Company
1325,134,278,1.0,0,0.0,0.0,0.0,
1326,421,100,1.0,1,1.0,1.0,7.0,Industry Job
1327,213,238,1.0,1,1.0,1.0,5.0,Started Company
1328,388,269,1.0,1,0.0,0.0,0.0,
1329,482,86,1.0,1,1.0,0.0,0.0,
1330,348,32,1.0,1,1.0,1.0,4.0,Academic Position
1331,166,51,1.0,1,1.0,1.0,3.0,Research Role
1332,425,79,1.0,0,0.0,0.0,0.0,
1333,348,186,1.0,1,1.0,1.0,8.0,Research Role
1334,337,174,1.0,0,0.0,0.0,0.0,
1335,398,106,1.0,0,0.0,0.0,0.0,
1336,71,63,1.0,1,1.0,1.0,4.0,Academic Position
1337,214,76,1.0,0,0.0,0.0,0.0,
1338,435,81,1.0,1,1.0,1.0,8.0,Started Company
1339,65,128,1.0,1,1.0,1.0,10.0,Academic Position
1340,221,183,1.0,0,0.0,0.0,0.0,
1341,308,243,1.0,1,1.0,1.0,3.0,Further Studies
1342,479,185,1.0,1,0.0,0.0,0.0,
1343,286,220,1.0,1,1.0,1.0,10.0,Started Company
1344,185,71,1.0,1,0.0,0.0,0.0,
1345,207,154,1.0,1,0.0,0.0,0.0,
1346,466,245,1.0,0,0.0,0.0,0.0,
1347,99,140,1.0,0,0.0,0.0,0.0,
1348,242,71,1.0,1,1.0,1.0,9.0,Academic Position
1349,158,46,1.0,1,0.0,0.0,0.0,
1350,98,47,1.0,0,0.0,0.0,0.0,
1351,42,79,1.0,1,0.0,0.0,0.0,
1352,139,149,1.0,1,1.0,1.0,6.0,Further Studies
1353,283,130,1.0,1,1.0,1.0,5.0,Further Studies
1354,408,127,1.0,1,1.0,1.0,5.0,Started Company
1355,227,119,1.0,1,0.0,0.0,0.0,
1356,423,262,1.0,1,1.0,1.0,3.0,Industry Job
1357,72,244,1.0,1,1.0,1.0,2.0,Industry Job
1358,243,103,1.0,1,1.0,1.0,6.0,Further Studies
1359,18,37,1.0,1,1.0,1.0,1.0,Industry Job
1360,77,142,1.0,1,1.0,0.0,0.0,
1361,45,37,1.0,1,0.0,0.0,0.0,
1362,472,8,1.0,0,0.0,0.0,0.0,
1363,371,231,1.0,0,0.0,0.0,0.0,
1364,343,296,1.0,1,1.0,1.0,7.0,Further Studies
1365,140,107,1.0,0,0.0,0.0,0.0,
1366,177,18,1.0,0,0.0,0.0,0.0,
1367,222,83,1.0,0,0.0,0.0,0.0,
1368,415,288,1.0,1,1.0,1.0,5.0,Industry Job
1369,92,194,1.0,0,0.0,0.0,0.0,
1370,22,215,1.0,0,0.0,0.0,0.0,
1371,172,281,1.0,1,1.0,1.0,4.0,Further Studies
1372,92,220,1.0,1,1.0,1.0,9.0,Further Studies
1373,192,289,1.0,1,0.0,0.0,0.0,
1374,77,194,1.0,0,0.0,0.0,0.0,
1375,281,158,1.0,1,1.0,1.0,10.0,Further Studies
1376,364,104,1.0,1,0.0,0.0,0.0,
1377,179,34,1.0,1,1.0,1.0,1.0,Further Studies
1378,238,102,1.0,0,0.0,0.0,0.0,
1379,135,127,1.0,1,1.0,1.0,4.0,Research Role
1380,365,214,1.0,1,1.0,1.0,3.0,Industry Job
1381,390,296,1.0,1,1.0,1.0,6.0,Further Studies
1382,280,179,1.0,1,1.0,1.0,5.0,Academic Position
1383,19,80,1.0,1,1.0,1.0,7.0,Started Company
1384,83,141,1.0,1,0.0,0.0,0.0,
1385,228,31,1.0,1,1.0,1.0,1.0,Academic Position
1386,371,63,1.0,0,0.0,0.0,0.0,
1387,265,48,1.0,1,1.0,1.0,5.0,Academic Position
1388,112,87,1.0,1,1.0,1.0,2.0,Research Role
1389,251,61,1.0,1,1.0,0.0,0.0,
1390,164,274,1.0,0,0.0,0.0,0.0,
1391,358,284,1.0,0,0.0,0.0,0.0,
1392,168,80,1.0,1,1.0,1.0,2.0,Industry Job
1393,221,180,1.0,1,1.0,1.0,2.0,Research Role
1394,408,272,1.0,1,0.0,0.0,0.0,
1395,304,77,1.0,1,1.0,1.0,9.0,Industry Job
1396,191,221,1.0,0,0.0,0.0,0.0,
1397,325,282,1.0,1,1.0,1.0,10.0,Further Studies
1398,437,28,1.0,1,1.0,1.0,3.0,Research Role
1399,438,77,1.0,1,1.0,1.0,4.0,Started Company
1400,170,164,1.0,0,0.0,0.0,0.0,
1401,375,9,1.0,1,1.0,0.0,0.0,
1402,45,175,1.0,1,1.0,1.0,5.0,Industry Job
1403,381,76,1.0,1,1.0,0.0,0.0,
1404,474,245,1.0,1,1.0,1.0,4.0,Research Role
1405,14,122,1.0,0,0.0,0.0,0.0,
1406,231,185,1.0,0,0.0,0.0,0.0,
1407,157,32,1.0,1,1.0,1.0,4.0,Started Company
1408,500,250,1.0,1,1.0,1.0,5.0,Academic Position
1409,134,57,1.0,0,0.0,0.0,0.0,
1410,391,144,1.0,1,1.0,1.0,10.0,Further Studies
1411,37,84,1.0,1,1.0,1.0,9.0,Further Studies
1412,53,56,1.0,1,0.0,0.0,0.0,
1413,18,279,1.0,0,0.0,0.0,0.0,
1414,471,273,1.0,1,1.0,1.0,9.0,Academic Position
1415,492,166,1.0,0,0.0,0.0,0.0,
1416,38,158,1.0,0,0.0,0.0,0.0,
1417,187,249,1.0,0,0.0,0.0,0.0,
1418,385,186,1.0,1,0.0,0.0,0.0,
1419,196,78,1.0,0,0.0,0.0,0.0,
1420,243,22,1.0,1,0.0,0.0,0.0,
1421,300,108,1.0,1,1.0,1.0,6.0,Research Role
1422,303,273,1.0,1,1.0,1.0,3.0,Academic Position
1423,35,252,1.0,1,0.0,0.0,0.0,
1424,215,15,1.0,1,1.0,0.0,0.0,
1425,219,160,1.0,1,0.0,0.0,0.0,
1426,316,205,1.0,1,1.0,1.0,6.0,Started Company
1427,90,113,1.0,1,0.0,0.0,0.0,
1428,308,168,1.0,0,0.0,0.0,0.0,
1429,252,253,1.0,0,0.0,0.0,0.0,
1430,8,186,1.0,1,1.0,1.0,10.0,Industry Job
1431,256,227,1.0,1,1.0,1.0,4.0,Research Role
1432,363,16,1.0,1,1.0,1.0,3.0,Industry Job
1433,208,156,1.0,1,1.0,1.0,6.0,Academic Position
1434,425,111,1.0,1,1.0,1.0,6.0,Further Studies
1435,131,1,1.0,1,1.0,1.0,2.0,Industry Job
1436,224,41,1.0,0,0.0,0.0,0.0,
1437,197,48,1.0,1,1.0,1.0,9.0,Industry Job
1438,468,108,1.0,1,1.0,0.0,0.0,
1439,142,161,1.0,1,1.0,1.0,8.0,Further Studies
1440,252,161,1.0,1,1.0,1.0,6.0,Industry Job
1441,96,128,1.0,1,1.0,1.0,1.0,Industry Job
1442,26,210,1.0,1,1.0,1.0,2.0,Further Studies
1443,111,151,1.0,1,1.0,1.0,4.0,Further Studies
1444,454,255,1.0,1,1.0,1.0,7.0,Academic Position
1445,123,218,1.0,1,1.0,1.0,9.0,Academic Position
1446,186,30,1.0,1,0.0,0.0,0.0,
1447,484,45,1.0,1,0.0,0.0,0.0,
1448,168,80,1.0,0,0.0,0.0,0.0,
1449,51,39,1.0,1,1.0,1.0,10.0,Industry Job
1450,379,240,1.0,1,1.0,1.0,5.0,Research Role
1451,5,45,1.0,1,1.0,1.0,10.0,Academic Position
1452,77,78,1.0,1,1.0,1.0,2.0,Academic Position
1453,160,288,1.0,1,1.0,1.0,1.0,Research Role
1454,208,280,1.0,1,1.0,1.0,10.0,Research Role
1455,257,116,1.0,1,1.0,1.0,1.0,Further Studies
1456,205,269,1.0,1,0.0,0.0,0.0,
1457,255,53,1.0,1,1.0,1.0,5.0,Academic Position
1458,438,68,1.0,1,1.0,1.0,7.0,Started Company
1459,11,182,1.0,1,1.0,1.0,9.0,Started Company
1460,437,34,1.0,1,1.0,1.0,9.0,Industry Job
1461,8,284,1.0,1,1.0,1.0,8.0,Academic Position
1462,409,249,1.0,1,0.0,0.0,0.0,
1463,424,111,1.0,0,0.0,0.0,0.0,
1464,32,94,1.0,0,0.0,0.0,0.0,
1465,472,179,1.0,0,0.0,0.0,0.0,
1466,28,47,1.0,1,1.0,1.0,1.0,Started Company
1467,206,282,1.0,0,0.0,0.0,0.0,
1468,493,92,1.0,0,0.0,0.0,0.0,
1469,387,212,1.0,0,0.0,0.0,0.0,
1470,228,75,1.0,1,1.0,1.0,5.0,Academic Position
1471,128,202,1.0,0,0.0,0.0,0.0,
1472,255,297,1.0,1,1.0,1.0,6.0,Academic Position
1473,475,211,1.0,0,0.0,0.0,0.0,
1474,212,134,1.0,1,1.0,1.0,6.0,Started Company
1475,239,66,1.0,1,1.0,0.0,0.0,
1476,207,280,1.0,1,0.0,0.0,0.0,
1477,318,28,1.0,1,0.0,0.0,0.0,
1478,283,117,1.0,1,1.0,1.0,4.0,Academic Position
1479,245,114,1.0,1,1.0,1.0,1.0,Research Role
1480,45,75,1.0,1,1.0,0.0,0.0,
1481,105,202,1.0,1,1.0,1.0,3.0,Industry Job
1482,348,59,1.0,0,0.0,0.0,0.0,
1483,281,15,1.0,1,1.0,1.0,10.0,Further Studies
1484,234,231,1.0,0,0.0,0.0,0.0,
1485,189,105,1.0,1,1.0,1.0,4.0,Started Company
1486,44,165,1.0,1,1.0,1.0,4.0,Further Studies
1487,494,199,1.0,1,1.0,1.0,4.0,Industry Job
1488,225,35,1.0,1,0.0,0.0,0.0,
1489,430,162,1.0,1,1.0,1.0,5.0,Research Role
1490,142,245,1.0,1,1.0,0.0,0.0,
1491,136,287,1.0,1,1.0,1.0,9.0,Research Role
1492,176,19,1.0,0,0.0,0.0,0.0,
1493,142,280,1.0,1,0.0,0.0,0.0,
1494,449,182,1.0,1,1.0,1.0,4.0,Research Role
1495,80,147,1.0,1,1.0,0.0,0.0,
1496,82,176,1.0,1,1.0,1.0,9.0,Research Role
1497,135,163,1.0,0,0.0,0.0,0.0,
1498,207,175,1.0,0,0.0,0.0,0.0,
1499,344,47,1.0,1,1.0,1.0,9.0,Started Company
1500,177,256,1.0,1,1.0,1.0,1.0,Started Company
1501,383,174,1.0,1,1.0,0.0,0.0,
1502,243,103,1.0,1,1.0,1.0,5.0,Academic Position
1503,55,121,1.0,1,1.0,1.0,9.0,Academic Position
1504,141,145,1.0,0,0.0,0.0,0.0,
1505,457,42,1.0,0,0.0,0.0,0.0,
1506,440,29,1.0,0,0.0,0.0,0.0,
1507,56,273,1.0,1,0.0,0.0,0.0,
1508,15,14,1.0,0,0.0,0.0,0.0,
1509,185,189,1.0,1,1.0,1.0,4.0,Industry Job
1510,314,295,1.0,1,1.0,1.0,5.0,Academic Position
1511,419,183,1.0,0,0.0,0.0,0.0,
1512,88,36,1.0,0,0.0,0.0,0.0,
1513,97,37,1.0,0,0.0,0.0,0.0,
1514,144,14,1.0,1,1.0,1.0,4.0,Industry Job
1515,8,123,1.0,1,1.0,1.0,2.0,Industry Job
1516,477,83,1.0,0,0.0,0.0,0.0,
1517,215,159,1.0,1,1.0,0.0,0.0,
1518,173,102,1.0,1,0.0,0.0,0.0,
1519,223,83,1.0,1,1.0,1.0,10.0,Industry Job
1520,40,44,1.0,1,1.0,1.0,2.0,Research Role
